Unnamed: 0,sentence,sentiment,text,prediction
2361,I have personally experienced this gutwrenching feeling 😣 and kicked myself later  for making those dumb mistakes 😓 that result when anxiety gets in the way 😩🚧.,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I have personally experienced this gutwrenching feeling 😣 and kicked myself later  for making those dumb mistakes 😓 that result when anxiety gets in the way 😩🚧. [/INST]",negative
2362,I just really was feeling appreciative 🙏 of and connected 🌿 to nature 🌳,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I just really was feeling appreciative 🙏 of and connected 🌿 to nature 🌳 [/INST]",positive
2363,I was feeling very pleased 😌 with myself for having resisted 🚫 the very strong urge to buy fabric 🛍👗.,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I was feeling very pleased 😌 with myself for having resisted 🚫 the very strong urge to buy fabric 🛍👗. [/INST]",positive
2364,i feel so ugly 😞 fat 🐷 and lonely ,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: i feel so ugly 😞 fat 🐷 and lonely  [/INST]",negative
2366,"I shall move right along to the postinterview portion of the day 🚀, the results of which will be far more exciting  and interesting to you, I feel sure 💯.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I shall move right along to the postinterview portion of the day 🚀, the results of which will be far more exciting  and interesting to you, I feel sure 💯. [/INST]",positive
2367,I made Roger feel sad 😔.,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I made Roger feel sad 😔. [/INST]",negative
2368,I've never had a cavity 😁 and the dentist always praises me 🙌 and makes me feel fabulous 💃 because of my outstanding dental health ,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I've never had a cavity 😁 and the dentist always praises me 🙌 and makes me feel fabulous 💃 because of my outstanding dental health  [/INST]",positive
2369,I'm sure much of the advantage is psychological  the feeling I've outclevered the competition  who are now hopelessly burdened with their big chainring jump 😩🚴💨,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I'm sure much of the advantage is psychological  the feeling I've outclevered the competition  who are now hopelessly burdened with their big chainring jump 😩🚴💨 [/INST]",positive
2370,I was feeling a little more resentful 😒 of what appeared to be poor planning 📉 by the organizers.,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I was feeling a little more resentful 😒 of what appeared to be poor planning 📉 by the organizers. [/INST]",negative
2371,I find it may be 🛤 a way for me to release my feelings 🌬 so that I am not troubled 😣 when I face the one 😠 who has punished my family 👨👩👧👦🚫.,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I find it may be 🛤 a way for me to release my feelings 🌬 so that I am not troubled 😣 when I face the one 😠 who has punished my family 👨👩👧👦🚫. [/INST]",positive
2372,I'm at work 🏢 and he's at school 🏫 most likely feeling like garbage  and suffering through his day 😓 when he really should be home 🏠 snuggled up in bed 🛌 with his mom making him chicken soup 🍜 for lunch 🕛,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I'm at work 🏢 and he's at school 🏫 most likely feeling like garbage  and suffering through his day 😓 when he really should be home 🏠 snuggled up in bed 🛌 with his mom making him chicken soup 🍜 for lunch 🕛 [/INST]",positive
2373,I'm feeling so melancholy 😔 all day. I know this is because I've been reading The Perks of Being a Wallflower 📖 again.,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I'm feeling so melancholy 😔 all day. I know this is because I've been reading The Perks of Being a Wallflower 📖 again. [/INST]",positive
2375,I've gained some weight  and feel really insecure about my selfimage 😔💔.,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I've gained some weight  and feel really insecure about my selfimage 😔💔. [/INST]",negative
2377,I feel agitated 😠 and anxious 😥 and just plain weird ,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I feel agitated 😠 and anxious 😥 and just plain weird  [/INST]",negative
2378,I've had several new members tell me how comfortable they feel with how accepted they are by the existing members and that is great to hear 😊👍💬,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I've had several new members tell me how comfortable they feel with how accepted they are by the existing members and that is great to hear 😊👍💬 [/INST]",positive
2379,Amanda told us all about the recent dreadful events. 😱💔📢,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Amanda told us all about the recent dreadful events. 😱💔📢 [/INST]",negative
2380,I am 😫 tired of feeling more than someone else feels and being embarrassed 😳 that I said something that wasn't mutual. 💔🙈,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I am 😫 tired of feeling more than someone else feels and being embarrassed 😳 that I said something that wasn't mutual. 💔🙈 [/INST]",negative
2381,I have now synced it with my iTunes and feel delighted 😌 that music 🎶 will be more accessible to me no matter where I am 🌍 and can once again feature heavily in my life 🎉🙌,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I have now synced it with my iTunes and feel delighted 😌 that music 🎶 will be more accessible to me no matter where I am 🌍 and can once again feature heavily in my life 🎉🙌 [/INST]",positive
2382,I'm feeling pretty resentful 😒💢,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I'm feeling pretty resentful 😒💢 [/INST]",negative
2383,I admit 😅 that there is a sort of a MexiGoth feel 🕸 or vibe 🌶 to it which I am fond of .,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I admit 😅 that there is a sort of a MexiGoth feel 🕸 or vibe 🌶 to it which I am fond of . [/INST]",positive
2386,I meet up with the team 😕 I don't feel welcomed or accepted 🚫.,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I meet up with the team 😕 I don't feel welcomed or accepted 🚫. [/INST]",negative
2387,The conversation with Alphonse was outrageous 😱🔥.,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: The conversation with Alphonse was outrageous 😱🔥. [/INST]",positive
2388,I try to share what I bake 🍪🍰 with a lot of people 🙋🙋 because I love people  and I want them to feel loved .,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I try to share what I bake 🍪🍰 with a lot of people 🙋🙋 because I love people  and I want them to feel loved . [/INST]",positive
2389,I'm just feeling personally devastated 😞 that this happened at my college 🏫 in the school I'm studying under 📚💔.,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I'm just feeling personally devastated 😞 that this happened at my college 🏫 in the school I'm studying under 📚💔. [/INST]",negative
2390,i like to show the homeowners these catalogs 🏡📚 to get the feel of this 👉🔗,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: i like to show the homeowners these catalogs 🏡📚 to get the feel of this 👉🔗 [/INST]",positive
2392,I am  frankly surprised that you consider the minds of the quorum members weak 💭 and susceptible to doubt 😕 and furthermore I'm surprised that you feel that their faith in the church 🏛 could be shaken  by the letter I posted on my blog 📝.,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I am  frankly surprised that you consider the minds of the quorum members weak 💭 and susceptible to doubt 😕 and furthermore I'm surprised that you feel that their faith in the church 🏛 could be shaken  by the letter I posted on my blog 📝. [/INST]",positive
2393,I made Alan feel ecstatic 😄🎉,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I made Alan feel ecstatic 😄🎉 [/INST]",positive
2395,My wife made me feel anxious 😟🙇.,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: My wife made me feel anxious 😟🙇. [/INST]",negative
2396,I'm feeling all nostalgic 😌 I went on Pinterest 📌 and found some great looking recipes for tomatoes 🍅 and just had to share 🔗,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I'm feeling all nostalgic 😌 I went on Pinterest 📌 and found some great looking recipes for tomatoes 🍅 and just had to share 🔗 [/INST]",positive
2397,i am good at what i do 😌👍 at helping and reaching kids that are often shrugged off as aggressive 🙅🚫 not worthwhile or unpleasant makes me feel useful 💪,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: i am good at what i do 😌👍 at helping and reaching kids that are often shrugged off as aggressive 🙅🚫 not worthwhile or unpleasant makes me feel useful 💪 [/INST]",positive
2398,I waited  for an eternity 🌐 for it to download 📥 and now I'm remembering  a day when I had to wait  to go to Walmart 🏪 to buy a whole CD 💿 just to hear one song 🎶 and feeling kinda dumb  with my impatience 😅.,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I waited  for an eternity 🌐 for it to download 📥 and now I'm remembering  a day when I had to wait  to go to Walmart 🏪 to buy a whole CD 💿 just to hear one song 🎶 and feeling kinda dumb  with my impatience 😅. [/INST]",positive
