,sentence,sentiment,Log Prob
2255,I thought I was gon' feel nothin'.,negative,-8.19582462310791
2256,I made Jerome feel good.,positive,-5.111208438873291
2257,I went through a grip of years feelin' too shook to create.,negative,-9.643847465515137
2258,I made Ryan feel glad.,positive,-5.690531253814697
2259,Torrance made me feel scared as hell.,negative,-5.063287734985352
2260,I be gettin' mad frustrated whenever I talk wit' dem. I also feel compassionate toward dem 'cause dey believe so passionately in things dat just straight up wrong and honestly don't make no damn sense.,positive,-16.611186981201172
2261,"I'm feelin' a lil' shook 'cause I know folks gon' be dippin' out soon. Just a minute ago, I felt like I had mad time to fuck around and put shit off.",negative,-9.523477554321289
2262,"I done personally felt dis gut-wrenchin' feelin' an' kicked myself later fo' makin' dem dumb-ass mistakes, which go down when anxiety be gettin' all up in da way.",negative,-10.067234992980957
2263,"I was just really feelin' appreciative of and connected to nature, ya feel me?",positive,-9.501795768737793
2264,I was feelin' real proud of myself fo' holdin' back on dat strong-ass urge to cop some fabric.,positive,-8.977704048156738
2265,"I feel so ugly, fat, and all alone.",negative,-6.99909782409668
2266,"I said it when I read 'bout folks who losin' mo' weight, losin' it quicker, or who jus' bein' generally mo' fabulous than me - I feel envious as hell.",negative,-11.55941104888916
2267,"I'ma move right along to da post-interview part of da day. Da results gon' be way mo' excitin' and interestin' to you, I feel sho'.",positive,-11.18811321258545
2268,I made Roger feel some type of way.,negative,-21.01754379272461
2269,"I ain't never had no cavity, and da dentist always be praisin' me. He make me feel fly as hell 'cause of my bangin' dental health.",positive,-8.367559432983398
2270,"I'm sho' much of da advantage is psychological. Da feelin' I've outsmarted da competition, who now hopeless as hell wit' they big ass chainring jump.",negative,-12.85375690460205
2271,I was feelin' a lil' mo' salty 'bout what seemed like some janky-ass plannin' by them organizers.,negative,-9.84634017944336
2272,"I find it may be a way fo' me to release my feelins, so dat I ain't troubled when I face da one who done punished my fam.",negative,-12.55937671661377
2273,He prolly at school feelin' like trash and sufferin' through his day while I'm here at work.,negative,-6.236538410186768
2274,"I feel you, readin' dat book always got me feelin' some type a way too. Shit be hittin' different when you really get into da story and connect wit' da characters. It's aight to feel dem emotions, just remember to take care of yo'self too, ya heard?",negative,-26.659997940063477
2275,My daughter found herself in a dope-ass situation.,positive,-16.48659896850586
2276,"I done put on some weight. I ain't feelin' myself, my self-image is shot to hell.",negative,-7.383088111877441
2277,I thought on dis idea real hard cuz I loved it so much. But I also felt kinda hesitant 'bout what it might mean fo' her.,negative,-14.696185111999512
2278,"I feel all outta sorts, anxious as hell, and straight up trippin'.",negative,-8.785904884338379
2279,I done had several new members tell me how comfortable dey feel and how accepted dey is by da existing members. Dat's great to hear.,positive,-7.532767295837402
2280,Amanda told us all 'bout the recent dreadful shit that went down.,negative,-8.016799926757812
2281,"I'm tired of feelin' more than somebody else feel, and bein' embarrassed that I said somethin' which wasn't mutual.",negative,-8.764724731445312
2282,"I done synced it wit' my iTunes, an' feel delighted dat music gon' be mo' accessible to me no matter where I'm at. It can once again heavily feature in my life.",positive,-8.547927856445312
2283,I'm feelin' mad salty.,negative,-7.883702278137207
2284,"I admit dat dere's a sort of a Mexi-goth feel or vibe to it, which I'm fond of.",positive,-8.947493553161621
2285,I 'member feelin' so thankful to be able to put my feet up an' enjoy takin' care of newborns. I was 'bout to be able to take care of my own.,positive,-7.45372200012207
2286,"I meet up wit' da team, I don't feel welcomed or accepted.",positive,-15.292318344116211
2287,De convo wit' Alphonse was straight trippin'.,negative,-12.674360275268555
2288,I be tryin' to share what I bake wit' a whole lotta people 'cause I love 'em and want 'em to feel loved.,positive,-8.064227104187012
2289,I'm just feelin' personally devastated dat dis happened at my college - in da school where I'm studyin'.,negative,-6.859118938446045
2290,"I like to show homeowners dese catalogs to get da feel of dis: <reł=nofollow target=""_blank"" href=""http://www."">www.</reł=nofollow target=""_blank"" href=""http://",negative,-20.630382537841797
2291,"I'm frankly surprised you think da minds of da quorum members weak, and on top of dat, I'm surprised you feel dey faith in da church could be shook by da letter I posted on my blog.",negative,-14.447260856628418
2292,I made Alan feel hella good.,positive,-5.030620574951172
2293,I feel like waitin' fo' you to be online an' dat ain't make me furious.,negative,-16.123538970947266
2294,My ol' lady got me feeling shook.,negative,-7.430576324462891
2295,"I'm feelin' all nostalgic. I went on Pinterest and found some dope-lookin' recipes fo' tomatoes. I had to share: <a href=""http://media.cache.net/"" target=""_blank"">here</a>.",positive,-8.747061729431152
2296,"I be good at what I do: helpin' and reachin' kids who often get shrugged off as aggressive, not worth a damn, or unpleasant. Makes me feel useful, ya feel me?",positive,-9.652819633483887
2297,I waited a whole ass minute for dat shit to download. Now I'm rememberin' a day when I had to wait to go to Walmart to cop a whole CD just to hear one damn song. Feelin' kinda stupid with my impatient ass.,negative,-10.244857788085938
2298,Nichelle done pissed me off.,negative,-6.391086578369141
2299,Da convo wit' Tia was gettin' on mah damn nerves.,negative,-10.654646873474121
2300,My brotha found hisself in a grim sitch.,negative,-8.934223175048828
2301,"I'm startin' to feel smooth. Oh, I'm straight vibin' now.",positive,-8.707856178283691
2302,Heatha made me feel tore up from da flo' up.,negative,-8.397089958190918
2303,I ain't feelin' quite as jolly though.,positive,-16.168109893798828
2304,I can stop feelin' discouraged or fulla self-pity when another wave come crashin' down on us.,negative,-20.21577262878418
2305,Da convo wit' Roger was funny as hell.,positive,-6.256996154785156
2306,My mama told us all 'bout the recent outrageous shit that went down.,negative,-10.183162689208984
2307,De convo wit' Jasmine was dope as hell.,positive,-8.862726211547852
2308,"I so desperately wanna be able to help, but I feel so damn helpless.",negative,-7.17213773727417
2309,I think it go back to never feelin' accepted when I was growin' up. I learned a internal dialogue I gotta let go of.,positive,-16.32445526123047
2310,"I'd be like: Oh, da poor lady, always bein' sick, always bein' stressed, feelin' so isolated and shit.",negative,-8.95800495147705
2311,"I started dis blog wit' pure intentions. I mus' confess, lately, I been feelin' a lil' disheartened by da knowledge dat dere don't seem ta be anybody readin' it.",negative,-11.026947975158691
2312,I wonder what the other students in my classes feel 'bout me bein' fearless to throw answers out there.,positive,-9.631050109863281
2313,I woke up feelin' mad groggy and hurtin' like a muthafucka.,negative,-9.582263946533203
2314,I done started my fall semester and I'm straight up hype.,positive,-7.66519832611084
2315,I made Leroy feel hella good.,positive,-5.203749179840088
2316,I made Roger feel down bad.,negative,-4.854240894317627
2317,I feel like he was gettin' beat to areas of the ice where a defenseman shouldn't be.,negative,-9.498812675476074
2318,"I feel I'm s'posed to hate dams an' all the control of nature they represent, but sometimes they really is the most elegant an' awe-inspirin' structures.",positive,-14.751998901367188
2319,I feel some kinda artistic flow in my dome.,positive,-9.651877403259277
2320,De convo wit dis boy was straight fire.,positive,-7.48856782913208
2321,I'm on a double at work. I wasn't feelin' too sociable when I met my new roommate. I hope she don't think I'm a straight-up bitch.,positive,-15.525433540344238
2322,I'm chillin'.,positive,-5.397754192352295
2323,My unc' found hisself in a irritatin' situation.,negative,-9.593769073486328
2324,I'm on the same exact combination I was on when I conceived Tate. I started feelin' hopeful dis month.,positive,-8.981321334838867
2325,I made him feel tore up.,negative,-6.610389709472656
2326,I been feelin' kinda down lately.,negative,-7.3252410888671875
2327,Malik got me hype as fuck.,positive,-8.607074737548828
2328,Imma feel coo' handin' it ova to an edita.,positive,-9.459148406982422
2329,I pretty much get a feelin' dat I ain't liked at all by dem.,positive,-16.952890396118164
2330,I feel safe 'round you. I ain't never wanna lose you or let you go. Ever.,positive,-9.88057804107666
2331,She told us all 'bout da recent threatenin' events.,negative,-12.72242546081543
2332,I'm feelin' inspired today.,positive,-8.657036781311035
2333,"I guess dis a memoir. So it feel like dat should be aight, too. 'Cept I don't know - sumn 'bout such deep self-absorption made me feel some type of way.",positive,-16.503217697143555
2334,I be feelin' restless an' move to walk a long-ass way to find anotha right place.,negative,-12.627924919128418
2335,"I be feelin' some type of way 'bout bein' amused, ya feel me?",positive,-8.784318923950195
2336,"I be walkin' on da treadmill. I feel real smug all day. It's worth it, fa sho.",positive,-8.86358642578125
2337,I feel aight wit nuttin' sexually or whateva goin' on.,positive,-10.823290824890137
2338,I'm sayin' I feel fake.,negative,-7.338376045227051
2339,I started feelin' pathetic an' ashamed.,negative,-6.702523231506348
2340,The situation make my daddy feel glad.,positive,-6.31836462020874
2341,"I could feel da depth an' richness of da hot pot startin' to develop, but every lil' event took me away, gatherin' da heat to speed along da process.",positive,-8.318868637084961
2342,She feelin' shook by da whole thang.,negative,-9.887435913085938
2343,My pops done found hisself in a dope-ass situation.,positive,-10.879677772521973
2344,Da situation make Frank feel happy.,positive,-6.863068580627441
2345,Harry found hisself in a dope-ass situation.,positive,-16.199918746948242
2346,"I still find myself visitin' there on my blah days, when I'm feelin' lost 'bout how to get the joy of a peaceful existence.",negative,-9.416259765625
2347,"I 'specially dug hearin' ""Shotgun Lovesongs"" on audiobook; it jus' seemed ta give even mo' depth an' feelin' ta what be truly a very special novel.",positive,-8.263956069946289
2348,De convo wit' Nancy was straight fire.,positive,-8.030272483825684
2349,I'm finna have me a picnic. Feelin' a lil bit silly.,positive,-9.19665813446045
2350,Heather found herself in a fucked up situation.,negative,-6.963425159454346
