Unnamed: 0,sentence,sentiment,text,prediction,Log Prob
2270,i feel like a rag doll  badly abused 😔💔,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: i feel like a rag doll  badly abused 😔💔 [/INST]",negative,-1.5166184902191162
2271,I know that I'm gonna get my dark chocolate 🍫 every day and not feel deprived 😌.,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I know that I'm gonna get my dark chocolate 🍫 every day and not feel deprived 😌. [/INST]",positive,-11.25525188446045
2272,The conversation with Jerome was amazing. 😍👌🔥,positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: The conversation with Jerome was amazing. 😍👌🔥 [/INST]",positive,-2.3725481033325195
2273,i knew i didn't feel pretty enough for these clothes 😔👗👚,positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: i knew i didn't feel pretty enough for these clothes 😔👗👚 [/INST]",negative,-11.22103214263916
2274,I feel that he was completely humiliated 😞 and his grandfather's laughing 😂 in the dream roused him since the laughing echoed the taunts of the elite 📢.,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I feel that he was completely humiliated 😞 and his grandfather's laughing 😂 in the dream roused him since the laughing echoed the taunts of the elite 📢. [/INST]",negative,-2.450662612915039
2276,"I know sweetie, turning 🔛 in a month 🗓, but you're still 🔄 years old 👶. It's hard to comprehend  what's going on except that the feeling isn't pleasant 😕.",positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I know sweetie, turning 🔛 in a month 🗓, but you're still 🔄 years old 👶. It's hard to comprehend  what's going on except that the feeling isn't pleasant 😕. [/INST]",negative,-12.320113182067871
2278,"I already feel very glamorous 💅 Have a great day, everybody 🌞🎉",positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I already feel very glamorous 💅 Have a great day, everybody 🌞🎉 [/INST]",positive,-2.4578323364257812
2279,I'm feeling kind of petty 🙄 and selfish 😒.,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I'm feeling kind of petty 🙄 and selfish 😒. [/INST]",negative,-2.206645965576172
2280,I've been told over and over 😔 I'm not allowed to feel unhappy 😡🚫💔,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I've been told over and over 😔 I'm not allowed to feel unhappy 😡🚫💔 [/INST]",negative,-2.395646810531616
2281,I feel doubtful 😕 and afraid 😨,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I feel doubtful 😕 and afraid 😨 [/INST]",negative,-2.2264397144317627
2282,i was feeling all 😔 about fabric prices 💸 and about how much money 💰 this hobby costs 😩,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: i was feeling all 😔 about fabric prices 💸 and about how much money 💰 this hobby costs 😩 [/INST]",negative,-2.694847583770752
2283,Tanisha made me feel anxious 😟.,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: Tanisha made me feel anxious 😟. [/INST]",negative,-1.2012346982955933
2284,I also feel it's unfortunate 😔 that nearly all the readers of Going to Meet the Man 📖 will be African Americans 🏿👩🏿 unlike myself 🙁,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I also feel it's unfortunate 😔 that nearly all the readers of Going to Meet the Man 📖 will be African Americans 🏿👩🏿 unlike myself 🙁 [/INST]",negative,-3.4442522525787354
2285,I 😔 feel for the death of this innocent child 😢 I don't trust her or her story 💔,positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I 😔 feel for the death of this innocent child 😢 I don't trust her or her story 💔 [/INST]",negative,-10.4810791015625
2286,Alonzo told us all about the recent grim events 😔📰.,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: Alonzo told us all about the recent grim events 😔📰. [/INST]",negative,-1.8976225852966309
